Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20190410:0910,797.01,51.09,14.02,2.9,0.0,3.73,38.9
20190410:1010,867.01,57.88,14.8,3.03,0.0,3.89,41.9
20190410:1110,882.01,59.75,15.3,2.97,0.0,3.82,42.9
20190410:1210,266.0,55.86,15.44,3.1,0.0,3.98,23.8
20190410:1310,736.01,47.82,14.96,3.03,0.0,3.89,38.0
20190410:1410,298.0,37.56,14.03,2.76,0.0,3.55,23.3
20190410:1510,249.0,26.26,13.64,2.55,0.0,3.28,21.4
20190410:1610,124.0,14.54,12.7,2.41,0.0,3.10,16.6
20190410:1710,9.0,2.77,11.74,1.93,0.0,2.48,12.0
20190410:1810,0.0,0.0,10.73,1.59,0.0,2.04,10.7
20190410:1910,0.0,0.0,10.1,1.24,0.0,1.59,10.1
20190410:2010,0.0,0.0,9.52,0.69,0.0,0.89,9.5
20190410:2110,0.0,0.0,9.62,0.14,0.0,0.18,9.6
20190410:2210,0.0,0.0,8.24,0.9,0.0,1.16,8.2
20190410:2310,0.0,0.0,7.8,1.59,0.0,2.04,7.8
20190411:0010,0.0,0.0,8.36,1.86,0.0,2.39,8.4
20190411:0110,0.0,0.0,8.0,1.86,0.0,2.39,8.0
20190411:0210,0.0,0.0,7.21,1.45,0.0,1.86,7.2
20190411:0310,0.0,0.0,7.44,0.83,0.0,1.07,7.4
20190411:0410,0.0,0.0,7.89,0.41,0.0,0.53,7.9
20190411:0510,21.0,7.32,7.48,0.69,0.0,0.89,8.1
20190411:0610,85.0,19.11,8.33,0.34,0.0,0.44,11.0
20190411:0710,234.0,30.74,10.8,0.97,0.0,1.25,18.1
20190411:0810,403.0,41.77,11.95,1.17,0.0,1.50,24.5
20190411:0910,374.0,51.43,12.68,1.45,0.0,1.86,24.4
20190411:1010,273.0,58.25,13.21,1.03,0.0,1.32,21.7
20190411:1110,447.0,60.11,13.78,0.76,0.0,0.98,27.7
20190411:1210,630.0,56.17,14.18,1.31,0.0,1.68,33.9
20190411:1310,730.01,48.06,14.1,0.97,0.0,1.25,36.9
20190411:1410,591.0,37.76,12.22,1.1,0.0,1.41,30.7
20190411:1510,405.0,26.44,10.34,2.07,0.0,2.66,23.0
20190411:1610,156.0,14.71,10.27,2.69,0.0,3.46,15.1
20190411:1710,17.2,2.94,9.9,2.07,0.0,2.66,10.4
20190411:1810,0.0,0.0,9.2,1.66,0.0,2.13,9.2
20190411:1910,0.0,0.0,9.4,1.52,0.0,1.95,9.4
20190411:2010,0.0,0.0,8.82,1.66,0.0,2.13,8.8
20190411:2110,0.0,0.0,8.14,1.52,0.0,1.95,8.1
20190411:2210,0.0,0.0,6.84,1.31,0.0,1.68,6.8
20190411:2310,0.0,0.0,6.23,1.1,0.0,1.41,6.2
20190412:0010,0.0,0.0,6.29,0.97,0.0,1.25,6.3
20190412:0110,0.0,0.0,7.02,0.76,0.0,0.98,7.0
20190412:0210,0.0,0.0,6.83,0.55,0.0,0.71,6.8
20190412:0310,0.0,0.0,6.7,0.76,0.0,0.98,6.7
20190412:0410,0.0,0.0,5.49,1.03,0.0,1.32,5.5
20190412:0510,45.0,7.6,5.04,1.24,0.0,1.59,6.4
20190412:0610,267.0,19.39,7.95,1.17,0.0,1.50,16.3
20190412:0710,487.0,31.03,10.33,0.62,0.0,0.80,25.5
20190412:0810,673.01,42.08,11.45,0.76,0.0,0.98,32.5
20190412:0910,805.01,51.77,12.39,0.9,0.0,1.16,37.5
20190412:1010,802.01,58.62,13.05,1.03,0.0,1.32,38.1
20190412:1110,899.01,60.47,13.59,0.83,0.0,1.07,41.7
20190412:1210,697.0,56.47,13.93,1.03,0.0,1.32,35.7
20190412:1310,254.0,48.29,13.61,1.38,0.0,1.77,21.5
20190412:1410,109.0,37.96,11.98,1.86,0.0,2.39,15.4
20190412:1510,109.0,26.61,10.79,2.14,0.0,2.75,14.2
20190412:1610,132.0,14.88,10.4,2.0,0.0,2.57,14.5
20190412:1710,20.58,3.12,10.21,1.86,0.0,2.39,10.9
20190412:1810,0.0,0.0,9.61,1.45,0.0,1.86,9.6
20190412:1910,0.0,0.0,9.25,1.66,0.0,2.13,9.2
20190412:2010,0.0,0.0,8.57,1.52,0.0,1.95,8.6
20190412:2110,0.0,0.0,8.17,1.45,0.0,1.86,8.2
20190412:2210,0.0,0.0,7.8,1.52,0.0,1.95,7.8
20190412:2310,0.0,0.0,7.56,1.45,0.0,1.86,7.6
20190413:0010,0.0,0.0,7.33,1.52,0.0,1.95,7.3
20190413:0110,0.0,0.0,7.35,1.59,0.0,2.04,7.3
20190413:0210,0.0,0.0,7.08,1.66,0.0,2.13,7.1
20190413:0310,0.0,0.0,6.92,1.59,0.0,2.04,6.9
20190413:0410,0.0,0.0,6.75,1.52,0.0,1.95,6.8
20190413:0510,78.0,7.87,6.7,1.52,0.0,1.95,9.1
20190413:0610,201.0,19.66,8.31,1.72,0.0,2.21,14.6
20190413:0710,395.0,31.31,9.54,2.34,0.0,3.01,21.9
20190413:0810,499.0,42.38,10.56,2.48,0.0,3.19,26.2
20190413:0910,796.01,52.1,11.5,2.62,0.0,3.37,36.4
20190413:1010,863.01,58.99,11.96,2.76,0.0,3.55,38.9
20190413:1110,819.01,60.83,12.16,2.9,0.0,3.73,37.8
20190413:1210,526.0,56.76,12.28,3.24,0.0,4.16,28.7
20190413:1310,270.0,48.53,12.41,3.52,0.0,4.52,20.8
20190413:1410,516.0,38.15,12.32,3.52,0.0,4.52,28.4
20190413:1510,225.0,26.79,11.61,3.24,0.0,4.16,18.6
20190413:1610,79.0,15.04,10.95,2.62,0.0,3.37,13.4
20190413:1710,13.83,3.29,9.94,1.59,0.0,2.04,10.4
20190413:1810,0.0,0.0,9.33,1.66,0.0,2.13,9.3
20190413:1910,0.0,0.0,8.47,1.93,0.0,2.48,8.5
20190413:2010,0.0,0.0,7.69,2.21,0.0,2.84,7.7
20190413:2110,0.0,0.0,7.43,2.21,0.0,2.84,7.4
20190413:2210,0.0,0.0,7.14,2.14,0.0,2.75,7.1
20190413:2310,0.0,0.0,7.3,2.21,0.0,2.84,7.3
20190414:0010,0.0,0.0,7.28,2.14,0.0,2.75,7.3
20190414:0110,0.0,0.0,7.39,1.93,0.0,2.48,7.4
20190414:0210,0.0,0.0,7.43,1.86,0.0,2.39,7.4
20190414:0310,0.0,0.0,7.1,2.07,0.0,2.66,7.1
20190414:0410,0.0,0.0,6.89,2.0,0.0,2.57,6.9
20190414:0510,61.0,8.15,7.02,1.86,0.0,2.39,8.9
20190414:0610,262.0,19.93,8.3,1.79,0.0,2.30,16.5
20190414:0710,366.0,31.59,9.39,2.21,0.0,2.84,20.8
20190414:0810,129.0,42.68,10.34,2.48,0.0,3.19,14.4
20190414:0910,482.0,52.44,11.31,2.55,0.0,3.28,26.4
20190414:1010,641.0,59.35,11.92,2.28,0.0,2.93,32.0
20190414:1110,254.0,61.18,12.32,2.55,0.0,3.28,20.3
20190414:1210,199.0,57.06,12.8,2.69,0.0,3.46,19.0
20190414:1310,599.0,48.76,12.76,3.1,0.0,3.98,31.5
20190414:1410,327.0,38.34,12.38,3.59,0.0,4.61,22.6
20190414:1510,324.0,26.96,11.96,3.93,0.0,5.05,22.1
20190414:1610,136.0,15.21,11.13,2.34,0.0,3.01,15.4
20190414:1710,17.61,3.46,10.46,2.07,0.0,2.66,11.0
20190414:1810,0.0,0.0,9.58,2.21,0.0,2.84,9.6
20190414:1910,0.0,0.0,9.3,1.72,0.0,2.21,9.3
20190414:2010,0.0,0.0,8.88,1.72,0.0,2.21,8.9
20190414:2110,0.0,0.0,8.3,1.45,0.0,1.86,8.3
20190414:2210,0.0,0.0,7.62,1.24,0.0,1.59,7.6
20190414:2310,0.0,0.0,7.11,1.03,0.0,1.32,7.1
20190415:0010,0.0,0.0,7.57,0.69,0.0,0.89,7.6
20190415:0110,0.0,0.0,6.96,0.69,0.0,0.89,7.0
20190415:0210,0.0,0.0,6.33,1.24,0.0,1.59,6.3
20190415:0310,0.0,0.0,6.72,1.38,0.0,1.77,6.7
20190415:0410,0.0,0.0,6.31,1.45,0.0,1.86,6.3
20190415:0510,44.0,8.42,6.83,1.52,0.0,1.95,8.2
20190415:0610,41.0,20.2,8.27,1.72,0.0,2.21,9.6
20190415:0710,152.0,31.87,8.66,1.52,0.0,1.95,13.4
20190415:0810,426.0,42.98,10.27,0.55,0.0,0.71,23.6
20190415:0910,819.01,52.76,11.1,2.21,0.0,2.84,36.7
20190415:1010,877.01,59.71,11.33,3.31,0.0,4.25,38.7
20190415:1110,901.01,61.53,11.18,3.38,0.0,4.34,39.3
20190415:1210,664.0,57.35,11.77,3.31,0.0,4.25,32.5
20190415:1310,587.0,48.99,12.18,3.24,0.0,4.16,30.5
20190415:1410,237.0,38.53,11.73,3.59,0.0,4.61,19.1
20190415:1510,288.0,27.13,11.1,3.59,0.0,4.61,20.1
20190415:1610,121.0,15.37,10.35,3.52,0.0,4.52,14.1
20190415:1710,14.84,3.63,9.67,3.24,0.0,4.16,10.1
20190415:1810,0.0,0.0,9.02,3.1,0.0,3.98,9.0
20190415:1910,0.0,0.0,8.86,2.55,0.0,3.28,8.9
20190415:2010,0.0,0.0,8.55,2.28,0.0,2.93,8.6
20190415:2110,0.0,0.0,8.24,2.07,0.0,2.66,8.2
20190415:2210,0.0,0.0,8.08,1.86,0.0,2.39,8.1
20190415:2310,0.0,0.0,7.73,1.79,0.0,2.30,7.7
20190416:0010,0.0,0.0,7.56,1.66,0.0,2.13,7.6
20190416:0110,0.0,0.0,7.51,1.52,0.0,1.95,7.5
20190416:0210,0.0,0.0,7.0,1.24,0.0,1.59,7.0
20190416:0310,0.0,0.0,6.71,1.1,0.0,1.41,6.7
20190416:0410,0.0,0.0,7.05,0.9,0.0,1.16,7.0
20190416:0510,99.0,8.68,7.47,0.62,0.0,0.80,10.6
20190416:0610,289.0,20.47,9.46,0.21,0.0,0.27,18.5
20190416:0710,505.0,32.14,11.38,0.48,0.0,0.62,27.2
20190416:0810,678.0,43.27,12.41,0.14,0.0,0.18,33.6
20190416:0910,631.0,53.09,13.25,1.03,0.0,1.32,33.0
20190416:1010,795.01,60.07,14.11,1.93,0.0,2.48,39.0
20190416:1110,674.0,61.88,14.09,2.48,0.0,3.19,35.2
20190416:1210,682.0,57.64,13.92,2.41,0.0,3.10,35.2
20190416:1310,513.0,49.22,13.91,2.07,0.0,2.66,29.9
20190416:1410,486.0,38.72,13.84,1.86,0.0,2.39,29.0
20190416:1510,222.0,27.3,13.5,1.79,0.0,2.30,20.4
20190416:1610,94.0,15.54,12.9,1.59,0.0,2.04,15.8
20190416:1710,14.84,3.8,12.09,0.9,0.0,1.16,12.6
20190416:1810,0.0,0.0,11.34,0.9,0.0,1.16,11.3
20190416:1910,0.0,0.0,10.7,1.03,0.0,1.32,10.7
20190416:2010,0.0,0.0,10.35,1.24,0.0,1.59,10.3
20190416:2110,0.0,0.0,10.01,1.52,0.0,1.95,10.0
20190416:2210,0.0,0.0,9.51,1.66,0.0,2.13,9.5
20190416:2310,0.0,0.0,8.91,1.59,0.0,2.04,8.9
20190417:0010,0.0,0.0,8.34,1.59,0.0,2.04,8.3
20190417:0110,0.0,0.0,8.09,1.72,0.0,2.21,8.1
20190417:0210,0.0,0.0,7.93,1.86,0.0,2.39,7.9
20190417:0310,0.0,0.0,7.88,1.86,0.0,2.39,7.9
20190417:0410,0.0,0.0,7.89,1.93,0.0,2.48,7.9
20190417:0510,34.0,8.95,7.96,1.72,0.0,2.21,9.0
20190417:0610,127.0,20.73,9.45,1.66,0.0,2.13,13.4
20190417:0710,249.0,32.41,11.59,2.62,0.0,3.37,19.4
20190417:0810,632.0,43.56,12.82,2.9,0.0,3.73,32.6
20190417:0910,816.01,53.41,13.52,2.97,0.0,3.82,39.0
20190417:1010,882.01,60.42,14.12,2.76,0.0,3.55,41.7
20190417:1110,915.01,62.23,14.59,2.62,0.0,3.37,43.2
20190417:1210,739.0,57.92,14.77,2.69,0.0,3.46,37.9
20190417:1310,559.0,49.44,14.62,2.83,0.0,3.64,32.1
20190417:1410,379.0,38.91,14.63,2.9,0.0,3.73,26.5
20190417:1510,406.0,27.47,13.87,2.76,0.0,3.55,26.6
20190417:1610,220.0,15.7,13.24,2.69,0.0,3.46,20.1
20190417:1710,27.21,3.97,12.23,2.34,0.0,3.01,13.1
20190417:1810,0.0,0.0,10.93,2.34,0.0,3.01,10.9
20190417:1910,0.0,0.0,10.2,2.14,0.0,2.75,10.2
20190417:2010,0.0,0.0,9.6,2.07,0.0,2.66,9.6
20190417:2110,0.0,0.0,9.08,1.93,0.0,2.48,9.1
20190417:2210,0.0,0.0,8.66,1.79,0.0,2.30,8.7
20190417:2310,0.0,0.0,8.37,1.79,0.0,2.30,8.4
20190418:0010,0.0,0.0,8.23,1.86,0.0,2.39,8.2
20190418:0110,0.0,0.0,7.99,1.93,0.0,2.48,8.0
20190418:0210,0.0,0.0,7.75,2.0,0.0,2.57,7.8
20190418:0310,0.0,0.0,7.69,2.07,0.0,2.66,7.7
20190418:0410,0.0,0.0,7.6,2.14,0.0,2.75,7.6
20190418:0510,104.0,9.2,7.87,2.0,0.0,2.57,11.1
20190418:0610,314.0,20.99,9.62,1.72,0.0,2.21,19.4
20190418:0710,517.0,32.67,12.19,2.21,0.0,2.84,28.3
20190418:0810,698.0,43.84,13.66,1.59,0.0,2.04,35.5
20190418:0910,836.01,53.72,14.75,0.55,0.0,0.71,40.9
20190418:1010,928.01,60.77,15.65,0.97,0.0,1.25,44.7
20190418:1110,942.01,62.57,15.68,1.45,0.0,1.86,45.1
20190418:1210,909.01,58.21,15.9,1.79,0.0,2.30,44.3
20190418:1310,803.01,49.67,15.98,2.0,0.0,2.57,41.1
20190418:1410,630.0,39.09,15.44,2.34,0.0,3.01,35.1
20190418:1510,436.0,27.63,15.05,2.28,0.0,2.93,28.7
20190418:1610,223.0,15.86,14.29,2.07,0.0,2.66,21.3
20190418:1710,28.98,4.14,13.22,1.72,0.0,2.21,14.1
20190418:1810,0.0,0.0,11.88,1.52,0.0,1.95,11.9
20190418:1910,0.0,0.0,10.67,1.45,0.0,1.86,10.7
20190418:2010,0.0,0.0,9.93,1.52,0.0,1.95,9.9
20190418:2110,0.0,0.0,9.41,1.52,0.0,1.95,9.4
20190418:2210,0.0,0.0,9.02,1.45,0.0,1.86,9.0
20190418:2310,0.0,0.0,8.79,1.45,0.0,1.86,8.8
20190419:0010,0.0,0.0,8.48,1.45,0.0,1.86,8.5
20190419:0110,0.0,0.0,8.34,1.52,0.0,1.95,8.3
20190419:0210,0.0,0.0,7.85,1.52,0.0,1.95,7.8
20190419:0310,0.0,0.0,7.26,1.45,0.0,1.86,7.3
20190419:0410,0.0,0.0,6.73,1.38,0.0,1.77,6.7
20190419:0510,101.0,9.46,6.95,1.31,0.0,1.68,10.1
20190419:0610,309.0,21.24,10.15,1.17,0.0,1.50,19.8
20190419:0710,513.0,32.93,12.15,1.72,0.0,2.21,28.2
20190419:0810,698.0,44.12,13.37,1.86,0.0,2.39,35.2
20190419:0910,835.01,54.04,14.38,2.14,0.0,2.75,40.5
20190419:1010,906.01,61.12,15.17,2.34,0.0,3.01,43.5
20190419:1110,934.01,62.91,15.61,2.55,0.0,3.28,44.8
20190419:1210,883.01,58.48,15.84,2.62,0.0,3.37,43.4
20190419:1310,784.01,49.88,15.94,2.41,0.0,3.10,40.4
20190419:1410,622.0,39.28,15.6,2.21,0.0,2.84,35.0
20190419:1510,432.0,27.8,15.13,2.21,0.0,2.84,28.6
20190419:1610,217.0,16.02,14.04,2.14,0.0,2.75,20.8
20190419:1710,34.61,4.31,12.84,1.93,0.0,2.48,13.9
20190419:1810,0.0,0.0,11.55,1.59,0.0,2.04,11.6
20190419:1910,0.0,0.0,10.71,1.72,0.0,2.21,10.7
20190419:2010,0.0,0.0,10.01,1.59,0.0,2.04,10.0
20190419:2110,0.0,0.0,9.47,1.45,0.0,1.86,9.5
20190419:2210,0.0,0.0,8.98,1.24,0.0,1.59,9.0
20190419:2310,0.0,0.0,8.55,1.24,0.0,1.59,8.6
20190420:0010,0.0,0.0,7.91,1.24,0.0,1.59,7.9
20190420:0110,0.0,0.0,7.46,1.24,0.0,1.59,7.5
20190420:0210,0.0,0.0,7.13,1.31,0.0,1.68,7.1
20190420:0310,0.0,0.0,6.77,1.45,0.0,1.86,6.8
20190420:0410,0.0,0.0,6.52,1.52,0.0,1.95,6.5
20190420:0510,108.0,9.71,6.76,1.45,0.0,1.86,10.1
20190420:0610,311.0,21.49,10.23,1.24,0.0,1.59,19.9
20190420:0710,513.0,33.19,12.6,2.0,0.0,2.57,28.6
20190420:0810,696.0,44.4,13.79,2.07,0.0,2.66,35.5
20190420:0910,840.01,54.35,14.76,2.34,0.0,3.01,41.0
20190420:1010,907.01,61.46,15.48,2.55,0.0,3.28,43.8
20190420:1110,929.01,63.25,15.96,2.69,0.0,3.46,45.0
20190420:1210,892.01,58.76,16.28,2.76,0.0,3.55,44.2
20190420:1310,768.01,50.1,16.28,2.9,0.0,3.73,40.3
20190420:1410,613.0,39.46,15.97,2.9,0.0,3.73,35.1
20190420:1510,312.0,27.96,15.36,2.76,0.0,3.55,25.1
20190420:1610,134.0,16.19,14.34,2.69,0.0,3.46,18.5
20190420:1710,25.35,4.47,13.05,2.34,0.0,3.01,13.8
20190420:1810,0.0,0.0,11.83,2.07,0.0,2.66,11.8
20190420:1910,0.0,0.0,11.19,2.21,0.0,2.84,11.2
20190420:2010,0.0,0.0,10.78,2.28,0.0,2.93,10.8
20190420:2110,0.0,0.0,10.63,2.41,0.0,3.10,10.6
20190420:2210,0.0,0.0,10.66,2.69,0.0,3.46,10.7
20190420:2310,0.0,0.0,10.45,2.69,0.0,3.46,10.4
20190421:0010,0.0,0.0,10.13,3.1,0.0,3.98,10.1
20190421:0110,0.0,0.0,11.39,3.59,0.0,4.61,11.4
20190421:0210,0.0,0.0,11.37,3.45,0.0,4.43,11.4
20190421:0310,0.0,0.0,11.2,3.03,0.0,3.89,11.2
20190421:0410,0.0,0.0,11.0,2.76,0.0,3.55,11.0
20190421:0510,88.0,9.96,11.14,2.69,0.0,3.46,13.9
20190421:0610,196.0,21.74,12.14,3.17,0.0,4.07,18.3
20190421:0710,432.0,33.45,13.57,4.76,0.0,6.12,27.1
20190421:0810,501.0,44.67,14.38,5.24,0.0,6.73,30.0
20190421:0910,647.0,54.65,14.67,5.45,0.0,7.00,34.9
20190421:1010,753.0,61.8,15.03,5.79,0.0,7.44,38.6
20190421:1110,842.01,63.58,14.67,6.14,0.0,7.89,41.0
20190421:1210,662.0,59.03,14.84,6.48,0.0,8.33,35.5
20190421:1310,620.0,50.32,15.26,6.62,0.0,8.51,34.6
20190421:1410,515.0,39.64,15.45,6.48,0.0,8.33,31.5
20190421:1510,251.0,28.13,15.17,6.07,0.0,7.80,23.0
20190421:1610,94.0,16.35,14.46,5.59,0.0,7.18,17.4
20190421:1710,14.0,4.64,13.69,4.69,0.0,6.03,14.1
20190421:1810,0.0,0.0,13.01,4.76,0.0,6.12,13.0
20190421:1910,0.0,0.0,12.43,4.97,0.0,6.39,12.4
20190421:2010,0.0,0.0,12.27,4.97,0.0,6.39,12.3
20190421:2110,0.0,0.0,12.15,4.69,0.0,6.03,12.2
20190421:2210,0.0,0.0,12.07,4.34,0.0,5.58,12.1
20190421:2310,0.0,0.0,12.05,4.62,0.0,5.94,12.1
20190422:0010,0.0,0.0,11.93,4.41,0.0,5.67,11.9
20190422:0110,0.0,0.0,11.75,4.41,0.0,5.67,11.8
20190422:0210,0.0,0.0,11.75,4.48,0.0,5.76,11.8
20190422:0310,0.0,0.0,11.8,4.69,0.0,6.03,11.8
20190422:0410,0.0,0.0,11.82,4.83,0.0,6.21,11.8
20190422:0510,40.0,10.21,12.17,4.97,0.0,6.39,13.4
20190422:0610,66.0,21.98,13.18,5.17,0.0,6.64,15.2
20190422:0710,90.0,33.69,13.91,4.9,0.0,6.30,16.7
20190422:0810,80.0,44.94,14.55,5.52,0.0,7.09,17.1
20190422:0910,113.0,54.95,14.86,6.0,0.0,7.71,18.4
20190422:1010,164.0,62.14,15.1,6.0,0.0,7.71,20.2
20190422:1110,129.0,63.91,14.86,5.52,0.0,7.09,18.9
20190422:1210,480.0,59.3,14.94,5.86,0.0,7.53,29.9
20190422:1310,758.01,50.53,15.45,6.55,0.0,8.42,39.1
20190422:1410,128.0,39.81,15.45,5.86,0.0,7.53,19.4
20190422:1510,305.0,28.29,15.14,5.72,0.0,7.35,24.7
20190422:1610,203.0,16.5,14.78,5.03,0.0,6.46,21.1
20190422:1710,37.56,4.81,14.22,4.34,0.0,5.58,15.4
20190422:1810,0.0,0.0,13.44,4.97,0.0,6.39,13.4
20190422:1910,0.0,0.0,13.16,4.9,0.0,6.30,13.2
20190422:2010,0.0,0.0,13.04,4.48,0.0,5.76,13.0
20190422:2110,0.0,0.0,12.84,4.28,0.0,5.50,12.8
20190422:2210,0.0,0.0,12.77,4.14,0.0,5.32,12.8
20190422:2310,0.0,0.0,12.68,4.07,0.0,5.23,12.7
20190423:0010,0.0,0.0,12.67,3.79,0.0,4.87,12.7
20190423:0110,0.0,0.0,11.44,3.31,0.0,4.25,11.4
20190423:0210,0.0,0.0,10.97,2.9,0.0,3.73,11.0
20190423:0310,0.0,0.0,10.69,2.69,0.0,3.46,10.7
20190423:0410,0.0,0.0,10.54,2.41,0.0,3.10,10.5
20190423:0510,106.0,10.45,10.86,2.14,0.0,2.75,14.2
20190423:0610,305.0,22.22,13.16,1.86,0.0,2.39,22.7
20190423:0710,439.0,33.94,15.49,2.21,0.0,2.84,29.2
20190423:0810,662.0,45.2,17.02,3.03,0.0,3.89,37.7
20190423:0910,810.01,55.24,18.12,3.66,0.0,4.70,43.4
20190423:1010,848.01,62.47,18.93,3.93,0.0,5.05,45.4
20190423:1110,908.01,64.24,19.48,4.0,0.0,5.14,47.9
20190423:1210,835.01,59.57,19.74,4.0,0.0,5.14,45.8
20190423:1310,768.01,50.74,19.63,3.79,0.0,4.87,43.6
20190423:1410,628.0,39.99,19.23,3.38,0.0,4.34,38.9
20190423:1510,419.0,28.45,18.62,2.48,0.0,3.19,31.7
20190423:1610,219.0,16.66,18.13,1.59,0.0,2.04,25.0
20190423:1710,36.37,4.98,17.38,1.17,0.0,1.50,18.5
20190423:1810,0.0,0.0,16.3,1.52,0.0,1.95,16.3
20190423:1910,0.0,0.0,15.38,1.72,0.0,2.21,15.4
20190423:2010,0.0,0.0,14.9,2.55,0.0,3.28,14.9
20190423:2110,0.0,0.0,13.83,2.69,0.0,3.46,13.8
20190423:2210,0.0,0.0,13.12,2.07,0.0,2.66,13.1
20190423:2310,0.0,0.0,12.86,2.0,0.0,2.57,12.9
20190424:0010,0.0,0.0,12.79,2.14,0.0,2.75,12.8
20190424:0110,0.0,0.0,12.49,1.93,0.0,2.48,12.5
20190424:0210,0.0,0.0,12.04,1.72,0.0,2.21,12.0
20190424:0310,0.0,0.0,11.67,1.72,0.0,2.21,11.7
20190424:0410,0.0,0.0,11.41,1.79,0.0,2.30,11.4
20190424:0510,99.0,10.69,11.6,1.79,0.0,2.30,14.7
20190424:0610,246.0,22.45,14.3,1.59,0.0,2.04,22.0
20190424:0710,496.0,34.18,16.76,2.0,0.0,2.57,32.3
20190424:0810,679.0,45.46,18.26,2.21,0.0,2.84,39.5
20190424:0910,826.01,55.53,19.4,2.07,0.0,2.66,45.2
20190424:1010,903.01,62.8,20.5,1.79,0.0,2.30,48.7
20190424:1110,925.01,64.56,21.46,1.66,0.0,2.13,50.4
20190424:1210,879.01,59.84,22.15,1.66,0.0,2.13,49.6
20190424:1310,761.0,50.95,22.33,1.79,0.0,2.30,46.1
20190424:1410,602.0,40.16,21.9,2.0,0.0,2.57,40.7
20190424:1510,408.0,28.61,21.15,1.72,0.0,2.21,33.9
20190424:1610,206.0,16.82,20.34,1.1,0.0,1.41,26.8
20190424:1710,34.32,5.14,19.36,0.69,0.0,0.89,20.4
20190424:1810,0.0,0.0,17.99,1.38,0.0,1.77,18.0
20190424:1910,0.0,0.0,15.69,2.0,0.0,2.57,15.7
20190424:2010,0.0,0.0,14.51,1.59,0.0,2.04,14.5
20190424:2110,0.0,0.0,13.74,1.45,0.0,1.86,13.7
20190424:2210,0.0,0.0,13.27,1.59,0.0,2.04,13.3
20190424:2310,0.0,0.0,12.86,1.79,0.0,2.30,12.9
20190425:0010,0.0,0.0,12.53,1.93,0.0,2.48,12.5
20190425:0110,0.0,0.0,12.5,1.93,0.0,2.48,12.5
20190425:0210,0.0,0.0,12.36,1.93,0.0,2.48,12.4
20190425:0310,0.0,0.0,12.18,2.0,0.0,2.57,12.2
20190425:0410,0.0,0.0,11.93,2.0,0.0,2.57,11.9
20190425:0510,78.0,10.92,12.28,1.66,0.0,2.13,14.7
20190425:0610,176.0,22.68,14.62,1.59,0.0,2.04,20.1
20190425:0710,249.0,34.41,18.12,1.72,0.0,2.21,25.9
20190425:0810,368.0,45.71,20.07,2.14,0.0,2.75,31.6
20190425:0910,711.0,55.82,21.23,3.1,0.0,3.98,43.4
20190425:1010,601.0,63.12,21.17,3.17,0.0,4.07,40.0
20190425:1110,836.01,64.88,21.42,2.69,0.0,3.46,47.5
20190425:1210,870.01,60.1,21.83,2.55,0.0,3.28,49.0
20190425:1310,775.01,51.15,22.25,2.34,0.0,3.01,46.5
20190425:1410,614.0,40.34,22.28,2.28,0.0,2.93,41.5
20190425:1510,425.0,28.77,21.56,2.41,0.0,3.10,34.8
20190425:1610,222.0,16.98,20.17,2.41,0.0,3.10,27.1
20190425:1710,40.02,5.31,18.46,2.07,0.0,2.66,19.7
20190425:1810,0.0,0.0,16.68,1.86,0.0,2.39,16.7
20190425:1910,0.0,0.0,15.83,2.28,0.0,2.93,15.8
20190425:2010,0.0,0.0,15.06,2.28,0.0,2.93,15.1
20190425:2110,0.0,0.0,14.46,2.21,0.0,2.84,14.5
20190425:2210,0.0,0.0,13.99,2.07,0.0,2.66,14.0
20190425:2310,0.0,0.0,13.7,2.0,0.0,2.57,13.7
20190426:0010,0.0,0.0,13.48,1.93,0.0,2.48,13.5
20190426:0110,0.0,0.0,13.19,1.72,0.0,2.21,13.2
20190426:0210,0.0,0.0,12.72,1.52,0.0,1.95,12.7
20190426:0310,0.0,0.0,11.95,1.38,0.0,1.77,11.9
20190426:0410,0.0,0.0,11.6,1.31,0.0,1.68,11.6
20190426:0510,115.0,11.15,11.88,1.31,0.0,1.68,15.5
20190426:0610,315.0,22.91,15.72,1.17,0.0,1.50,25.6
20190426:0710,512.0,34.64,19.18,1.31,0.0,1.68,35.2
20190426:0810,695.0,45.96,20.65,2.14,0.0,2.75,42.4
20190426:0910,830.01,56.1,21.35,2.21,0.0,2.84,47.3
20190426:1010,827.01,63.44,22.03,1.93,0.0,2.48,47.9
20190426:1110,922.01,65.2,22.68,1.72,0.0,2.21,51.5
20190426:1210,866.01,60.35,23.07,1.59,0.0,2.04,50.1
20190426:1310,784.01,51.35,23.16,1.45,0.0,1.86,47.7
20190426:1410,622.0,40.51,22.84,1.1,0.0,1.41,42.3
20190426:1510,423.0,28.92,22.02,0.28,0.0,0.36,35.2
20190426:1610,221.0,17.13,20.86,1.1,0.0,1.41,27.8
20190426:1710,41.63,5.47,18.98,2.0,0.0,2.57,20.3
20190426:1810,0.0,0.0,17.01,2.41,0.0,3.10,17.0
20190426:1910,0.0,0.0,16.09,2.14,0.0,2.75,16.1
20190426:2010,0.0,0.0,15.1,2.55,0.0,3.28,15.1
